,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
276,ciudad bolivar,86,VE,1612046690,65,8.1222,-63.5497,82.35,13.6
277,yumen,0,CN,1612046690,74,40.2833,97.2,22.15,24.25
278,matagami,90,CA,1612046691,84,49.7502,-77.6328,-2.2,4.61
279,odoyev,100,RU,1612046691,98,53.9393,36.6864,23.31,8.81
280,monterey,86,US,1612046691,48,36.2505,-121.2516,61.0,8.01
281,dire dawa,0,ET,1612046403,37,9.5931,41.8661,61.0,1.45
282,ushtobe,100,KZ,1612046691,84,45.2514,77.9838,12.76,1.52
283,axim,76,GH,1612046692,86,4.8699,-2.2405,79.39,8.34
284,ha tinh,97,VN,1612046692,92,18.3333,105.9,65.25,3.31
285,snyder,90,US,1612046692,19,32.7179,-100.9176,64.4,18.41
286,huarmey,69,PE,1612046692,68,-10.0681,-78.1522,74.23,10.98
287,suruc,90,TR,1612046692,100,36.9761,38.425,37.4,20.71
288,rawson,2,AR,1612046693,53,-43.3002,-65.1023,62.02,18.23
289,marsabit,40,KE,1612046693,50,2.3284,37.9899,66.36,8.08
290,tabuk,100,PH,1612046693,88,17.4189,121.4443,63.52,3.13
291,nabire,97,ID,1612046693,85,-3.3667,135.4833,78.8,2.95
292,baza,34,ES,1612046693,66,37.4907,-2.7726,48.0,26.4
293,san quintin,0,MX,1612046694,59,30.4833,-115.95,60.87,11.25
294,laguna,1,US,1612046676,51,38.421,-121.4238,61.0,5.75
295,xuddur,6,SO,1612046694,83,4.1213,43.8894,65.46,14.41
296,riachao das neves,90,BR,1612046414,44,-11.7461,-44.91,80.83,1.34
297,mildura,0,AU,1612046401,68,-34.2,142.15,68.0,11.5
298,garowe,0,SO,1612046694,84,8.4054,48.4845,63.66,7.99
299,houma,75,US,1612046657,64,29.5958,-90.7195,72.0,13.8
300,port elizabeth,0,ZA,1612046695,94,-33.918,25.5701,64.4,6.91
301,borovoy,18,RU,1612046695,76,55.4333,86.0833,-20.2,2.24
302,west wendover,90,US,1612046695,36,40.7391,-114.0733,44.6,4.61
303,brooks,26,CA,1612046696,79,50.5834,-111.8851,15.8,3.44
304,coahuayana,40,MX,1612046696,51,18.7333,-103.6833,84.2,6.91
305,bandundu,91,CD,1612046696,91,-3.3167,17.3667,71.49,2.62
306,meulaboh,88,ID,1612046696,85,4.1363,96.1285,74.84,4.56
307,ghanaur,0,IN,1612046697,55,30.3322,76.6072,45.97,5.97
308,bukachacha,56,RU,1612046697,80,52.9833,116.9167,-29.04,2.93
309,timmins,20,CA,1612046697,66,48.4669,-81.3331,6.8,5.75
310,inhambane,6,MZ,1612046697,81,-23.865,35.3833,78.57,6.58
311,geraldton,0,AU,1612046698,28,-28.7667,114.6,84.2,8.05
312,hyeres,0,FR,1612046541,66,43.1167,6.1167,51.8,20.71
313,birin,0,NP,1612046698,76,26.8865,88.0718,40.28,3.67
314,conceicao do araguaia,100,BR,1612046698,90,-8.2578,-49.2647,75.4,2.59
315,harbour breton,100,CA,1612046698,92,47.4833,-55.7983,30.47,8.97
316,zhigansk,75,RU,1612046699,76,66.7697,123.3711,-50.01,1.45
317,nyborg,0,DK,1612046699,86,55.3127,10.7896,33.01,8.01
318,nurota,96,UZ,1612046699,65,40.5614,65.6886,41.0,6.91
319,weihe,100,CN,1612046699,70,32.9952,105.3247,36.14,2.13
320,broome,1,US,1612046458,67,42.2506,-75.833,17.6,10.36
321,nishihara,40,JP,1612046700,63,26.1842,127.7558,59.0,8.05
322,oswego,90,US,1612046700,73,43.4501,-76.1497,21.2,10.36
323,bodden town,20,KY,1612046700,61,19.2833,-81.25,80.6,18.41
324,itarema,61,BR,1612046700,78,-2.9248,-39.9167,80.08,12.93
325,kattivakkam,20,IN,1612046701,94,13.2167,80.3167,73.4,6.22
326,havre-saint-pierre,90,CA,1612046701,79,50.2334,-63.5986,21.2,12.66
327,parabel,100,RU,1612046702,84,58.6978,81.4825,-24.09,8.39
328,serafimovich,92,RU,1612046702,92,49.5786,42.736,37.0,5.99
329,aras,91,ES,1612046703,78,42.5617,-2.356,45.0,3.0
330,ajdabiya,0,LY,1612046703,74,30.7554,20.2263,58.08,2.51
331,isangel,40,VU,1612046627,69,-19.55,169.2667,82.4,9.22
332,loukhi,100,RU,1612046704,97,66.0764,33.0381,12.31,6.33
333,alihe,100,CN,1612046705,85,50.5667,123.7167,-19.61,0.76
334,doka,0,SD,1612046705,57,13.5167,35.7667,71.35,13.58
335,inirida,94,CO,1612046706,67,3.8653,-67.9239,81.05,2.53
336,saldanha,0,ZA,1612046465,91,-33.0117,17.9442,64.69,5.06
337,murakami,75,JP,1612046706,64,38.2333,139.4833,35.6,24.16
338,burnie,83,AU,1612046612,58,-41.0667,145.9167,61.0,8.01
339,rumoi,96,JP,1612046706,94,43.9344,141.6428,23.97,12.28
340,inverbervie,90,GB,1612046707,86,56.8446,-2.28,33.8,4.61
341,santa isabel,0,BR,1612046707,74,-23.3156,-46.2214,84.2,6.91
342,mount gambier,0,AU,1612046707,77,-37.8333,140.7667,60.8,8.05
343,kijang,0,KR,1612046707,80,35.2442,129.2139,30.2,2.3
344,praia,0,CV,1612046707,60,14.9215,-23.5087,73.4,16.11
345,ocampo,2,MX,1612046708,22,21.65,-101.5,72.63,9.28
346,kavieng,99,PG,1612046626,72,-2.5744,150.7967,83.34,14.5
347,bundaberg,6,AU,1612046708,69,-24.85,152.35,82.99,12.66
348,constantine,75,DZ,1612046708,71,36.365,6.6147,53.6,8.05
349,talaya,100,RU,1612046709,81,61.3833,152.75,-30.51,7.47
350,jasper,90,US,1612046704,87,37.2001,-94.3502,54.0,12.66
351,hun,0,LY,1612046709,32,29.1268,15.9477,60.85,6.69
352,nalut,0,LY,1612046709,35,30.3333,10.85,56.57,7.72
353,tecolutla,40,MX,1612046710,65,20.4833,-97.0167,80.6,6.91
354,karangampel,100,ID,1612046710,89,-6.4622,108.4519,76.62,10.4
355,dangara,0,IN,1612046710,51,29.6799,75.8931,46.24,2.86
356,harper,34,LR,1612046711,87,4.375,-7.7169,78.42,6.89
357,codrington,67,AU,1612046711,64,-38.2667,141.9667,62.17,7.34
358,kovdor,100,RU,1612046711,95,67.5662,30.4758,7.57,2.15
359,port lincoln,2,AU,1612046545,70,-34.7333,135.8667,63.91,16.96
360,atar,59,MR,1612046712,21,20.5169,-13.0499,68.34,8.25
361,nerchinskiy zavod,100,RU,1612046712,85,51.3088,119.61,-27.2,0.63
362,sapa,100,PH,1612046713,82,5.1544,120.3241,79.66,10.38
363,vrangel,0,RU,1612046713,84,42.7297,133.0839,1.24,8.84
364,malanville,0,BJ,1612046713,18,11.8685,3.3899,75.2,8.23
365,drumnadrochit,90,GB,1612046714,100,57.3344,-4.4799,33.01,0.63
366,letlhakane,98,BW,1612046714,59,-21.4167,25.5833,77.79,4.36
367,yarmouth,1,US,1612046525,49,41.7057,-70.2286,19.99,3.44
368,maniitsoq,0,GL,1612046715,79,65.4167,-52.9,12.45,9.69
369,san andres,40,CO,1612046711,65,12.5847,-81.7006,84.2,16.11
370,poopo,3,BO,1612046715,36,-18.3667,-66.9667,56.64,5.95
371,swan hill,0,AU,1612046715,52,-35.3378,143.5544,65.73,10.31
372,mabaruma,82,GY,1612046716,89,8.2,-59.7833,75.34,3.98
373,dandong,2,CN,1612046716,88,40.1292,124.3947,10.58,4.23
374,buncrana,100,IE,1612046716,85,55.1333,-7.45,34.72,12.77
375,newport,84,GB,1612046717,92,51.5877,-2.9984,39.99,4.0
376,novooleksiyivka,100,UA,1612046717,83,46.2269,34.6428,41.52,4.92
377,ilulissat,90,GL,1612046717,66,69.2167,-51.1,5.0,6.91
378,naze,75,JP,1612046717,58,28.3667,129.4833,55.4,9.22
379,jiangyou,70,CN,1612046506,61,31.7667,104.7167,44.01,3.02
380,homer,1,US,1612046718,69,59.6425,-151.5483,28.4,3.29
381,emerald,40,AU,1612046718,57,-23.5333,148.1667,82.4,12.66
382,mwene-ditu,100,CD,1612046718,90,-7.0,23.45,67.14,2.06
383,limulunga,89,ZM,1612046719,89,-15.0969,23.1376,68.54,4.79
384,aranos,27,NA,1612046719,18,-24.1333,19.1167,77.85,9.24
385,miri,40,MY,1612046719,100,4.4148,114.0089,77.0,3.44
386,leh,0,IN,1612046720,57,34.1667,77.5833,1.2,1.68
387,gorontalo,100,ID,1612046721,80,0.5412,123.0595,73.89,2.44
388,wukari,0,NG,1612046721,19,7.85,9.7833,76.06,3.33
389,leningradskiy,0,RU,1612046722,81,69.3833,178.4167,-27.31,3.65
390,igunga,98,TZ,1612046487,90,-4.2833,33.8833,66.18,3.33
391,qandala,3,SO,1612046722,70,11.472,49.8728,71.08,3.15
392,tucuma,100,BR,1612046722,92,-0.1833,-50.05,77.14,6.91
393,biloela,28,AU,1612046723,52,-24.4167,150.5,80.38,11.54
394,rio tinto,40,PT,1612046724,82,41.1826,-8.5581,55.4,9.22
395,la palma,20,US,1612046724,63,33.8464,-118.0467,64.4,8.05
396,jalu,0,LY,1612046724,42,29.0331,21.5482,60.48,10.58
397,kalmunai,81,LK,1612046724,86,7.4167,81.8167,76.15,6.51
398,finschhafen,100,PG,1612046725,68,-6.6024,147.8681,86.74,13.42
399,klyuchi,100,RU,1612046725,95,52.2667,79.1667,7.97,7.27
400,tadine,17,NC,1612046725,72,-21.55,167.8833,79.75,18.61
401,hailey,20,US,1612046726,74,43.5196,-114.3153,32.0,6.91
402,hervey bay,36,AU,1612046545,67,-25.2986,152.8535,82.0,11.01
403,karuzi,78,BI,1612046726,92,-3.125,30.1333,59.41,1.97
404,batemans bay,100,AU,1612046726,85,-35.7167,150.1833,64.99,5.01
405,chistoye,90,RU,1612046727,74,56.5375,43.0045,26.6,11.18
406,tutoia,100,BR,1612046727,83,-2.7619,-42.2744,80.2,12.41
407,den helder,20,NL,1612046727,86,52.9599,4.7593,30.2,13.8
408,imeni poliny osipenko,98,RU,1612046728,90,52.4201,136.4853,-13.14,3.42
409,taunggyi,85,MM,1612046728,86,20.7833,97.0333,49.39,4.68
410,airai,100,TL,1612046728,100,-8.9266,125.4092,61.66,5.12
411,barranca,89,PE,1612046728,75,-10.75,-77.7667,72.12,8.39
412,pinyug,100,RU,1612046729,96,60.251,47.7842,19.02,9.44
413,bandar-e lengeh,0,IR,1612046729,74,26.5579,54.8807,65.46,6.76
414,kudahuvadhoo,46,MV,1612046729,77,2.6708,72.8944,81.07,13.06
415,grand-santi,100,GF,1612046729,96,4.25,-54.3833,74.35,3.33
416,nicoya,0,CR,1612046730,45,10.1483,-85.452,87.8,20.71
417,igrim,100,RU,1612046730,90,63.1906,64.4162,-12.19,3.2
418,krasnyy chikoy,100,RU,1612046730,88,50.3643,108.7512,0.63,8.19
419,henties bay,11,NA,1612046731,85,-22.116,14.2845,66.99,1.99
420,batagay-alyta,94,RU,1612046731,80,67.8006,130.4114,-36.83,2.08
421,iqaluit,1,CA,1612046731,71,63.7506,-68.5145,-7.01,17.27
422,buchanan,75,LR,1612046732,94,5.8808,-10.0467,77.0,7.45
423,chern,100,RU,1612046732,98,53.4523,36.9145,25.79,12.68
424,serafimovskiy,85,RU,1612046733,98,54.4241,53.7964,19.17,7.9
425,bom jesus,74,BR,1612046733,63,-9.0744,-44.3586,77.0,2.48
426,surat,0,IN,1612046733,30,21.1667,72.8333,65.75,7.81
427,cape canaveral,1,US,1612046733,56,28.4058,-80.6048,68.0,4.61
428,hastings,99,GB,1612046734,83,50.8552,0.5729,39.0,8.01
429,fort dodge,90,US,1612046522,93,42.4975,-94.168,30.2,17.27
430,minab,0,IR,1612046734,77,27.1467,57.0801,60.8,9.22
431,bayan,39,CN,1612046474,86,46.0833,127.4,-19.59,5.77
432,cedar hill,1,US,1612046525,17,32.5885,-96.9561,77.0,19.57
433,savalou,5,BJ,1612046735,71,7.9281,1.9756,81.21,9.17
434,maun,75,BW,1612046735,100,-19.9833,23.4167,69.8,3.44
435,kumluca,23,TR,1612046735,64,36.3703,30.2869,52.41,4.97
436,tiarei,75,PF,1612046736,62,-17.5333,-149.3333,86.0,12.66
437,katherine,40,AU,1612046669,83,-14.4667,132.2667,80.6,6.91
438,margate,86,GB,1612046652,80,51.3813,1.3862,39.0,7.0
439,husavik,90,IS,1612046736,73,66.0449,-17.3389,15.8,2.3
440,asau,0,RO,1612046737,70,46.4333,26.4,43.0,10.36
441,casablanca,75,MA,1612046501,100,33.5928,-7.6192,60.01,3.44
442,cidreira,100,BR,1612046459,88,-30.1811,-50.2056,76.95,6.53
443,torbay,90,CA,1612046633,93,47.6666,-52.7314,28.99,10.36
444,kazerun,1,IR,1612046737,78,29.6195,51.6541,48.04,2.26
445,marienburg,75,PL,1612046738,74,54.0359,19.0266,26.6,11.5
446,tuatapere,91,NZ,1612046497,50,-46.1333,167.6833,63.23,2.01
447,flinders,90,AU,1612046681,87,-34.5833,150.8552,72.0,5.99
448,malindi,0,KE,1612046527,85,-3.2175,40.1191,76.35,9.93
449,arraial do cabo,47,BR,1612046738,78,-22.9661,-42.0278,77.88,27.98
450,sibu,40,MY,1612046739,100,2.3,111.8167,75.2,2.3
451,bethel,1,US,1612046641,36,41.3712,-73.414,26.6,6.91
452,tarakan,100,ID,1612046739,85,3.3,117.6333,76.59,8.9
453,sokolow podlaski,78,PL,1612046739,89,52.4068,22.2531,28.0,8.14
454,benguela,90,AO,1612046740,77,-12.5763,13.4055,77.05,5.1
455,ust-ishim,100,RU,1612046740,94,57.6935,71.1665,8.38,10.74
456,krasnoselkup,96,RU,1612046662,83,65.7,82.4667,-27.51,10.38
457,tautira,75,PF,1612046740,62,-17.7333,-149.15,86.0,12.66
458,wuning,92,CN,1612046741,79,29.2589,120.2311,48.15,2.98
459,talcahuano,75,CL,1612046741,77,-36.7167,-73.1167,66.2,6.91
460,russell,20,US,1612046741,44,32.3502,-85.1999,59.0,11.5
461,araouane,9,ML,1612046517,22,18.9048,-3.5265,67.84,9.4
462,brae,75,GB,1612046741,87,60.3964,-1.353,37.4,10.36
463,adiake,20,CI,1612046743,89,5.2863,-3.304,82.4,5.75
464,sur,0,OM,1612046625,54,22.5667,59.5289,66.09,7.07
465,kushiro,20,JP,1612046743,79,42.975,144.3747,12.2,3.44
466,tayginka,89,RU,1612046744,96,55.6244,60.5076,17.19,3.38
467,pisco,0,PE,1612046744,73,-13.7,-76.2167,73.4,19.57
468,wilmington,1,US,1612046515,42,34.2257,-77.9447,42.8,5.75
469,praia da vitoria,75,PT,1612046744,88,38.7333,-27.0667,64.4,19.28
470,haines junction,100,CA,1612046745,66,60.7522,-137.5108,1.4,2.3
471,salinas,75,US,1612046605,55,36.6777,-121.6555,59.0,3.44
472,ancud,0,CL,1612046745,52,-41.8697,-73.8203,64.4,8.05
473,chaihe,0,CN,1612046746,86,44.7667,129.7,-21.62,2.62
474,bluefields,40,NI,1612046746,74,12.0137,-83.7635,82.4,9.22
475,mgandu,78,TZ,1612046746,88,-5.95,34.1333,60.21,2.48
476,tukrah,4,LY,1612046747,89,32.5341,20.5791,59.13,11.59
477,opuwo,98,NA,1612046747,48,-18.0607,13.84,71.85,4.99
478,ocos,1,GT,1612046747,62,14.5094,-92.1933,89.6,12.66
479,kieta,89,PG,1612046653,73,-6.2167,155.6333,83.25,14.9
480,mitu,55,CO,1612046748,91,1.1983,-70.1733,75.58,1.03
481,nangong,59,CN,1612046748,96,37.3581,115.3744,27.43,6.55
482,kaupanger,95,NO,1612046748,88,61.1845,7.2404,15.08,0.47
483,aksu,0,CN,1612046749,82,41.1231,80.2644,17.38,3.94
484,whitecourt,75,CA,1612046749,67,54.1502,-115.6855,10.4,3.44
485,taoudenni,0,ML,1612046749,23,22.6783,-3.9836,69.42,10.51
486,owando,100,CG,1612046750,93,-0.4819,15.8999,70.59,1.77
487,toora-khem,72,RU,1612046750,86,52.4675,96.11,-10.75,4.85
488,palmer,1,US,1612046535,35,42.1584,-72.3287,21.2,10.36
489,pahrump,7,US,1612046751,44,36.2083,-115.9839,53.01,1.01
490,buraydah,0,SA,1612046660,66,26.326,43.975,51.8,8.05
491,emba,51,KZ,1612046751,92,48.8264,58.1442,14.32,5.86
492,marsa matruh,0,EG,1612046695,51,31.3525,27.2453,62.6,16.11
493,cabedelo,0,BR,1612046752,78,-6.9811,-34.8339,80.6,8.05
494,cuiluan,0,CN,1612046752,83,47.72,128.648,-22.32,1.16
495,maumere,100,ID,1612046752,78,-8.6199,122.2111,80.69,8.61
496,yeysk,96,RU,1612046679,82,46.6989,38.2792,37.04,11.23
497,hambantota,97,LK,1612046652,80,6.1241,81.1185,77.25,12.39
498,gayeri,14,BF,1612046753,19,12.6497,0.4931,73.74,9.57
499,truro,90,GB,1612046753,87,50.2653,-5.0544,44.01,9.22
500,olden,99,NO,1612046753,93,61.8364,6.8064,30.99,4.0
501,fairbanks,90,US,1612046754,71,64.8378,-147.7164,-2.99,3.44
502,merauke,100,ID,1612046480,85,-8.4667,140.3333,80.51,10.22
503,aasiaat,90,GL,1612046754,89,68.7098,-52.8699,-0.42,6.29
504,yulara,40,AU,1612046754,32,-25.2406,130.9889,84.2,14.97
505,touros,0,BR,1612046755,78,-5.1989,-35.4608,80.6,8.05
506,biak,100,ID,1612046695,73,-0.9131,122.8766,77.38,4.18
507,dingle,100,PH,1612046755,89,10.9995,122.6711,72.37,9.82
508,raudeberg,100,NO,1612046755,93,61.9875,5.1352,33.01,10.63
509,raga,0,SS,1612046755,23,8.4596,25.678,69.04,5.55
510,marawi,86,PH,1612046756,92,7.9986,124.2928,73.99,5.99
511,namie,75,JP,1612046507,86,37.4833,141.0,32.0,5.75
512,crato,100,BR,1612046756,80,-7.2342,-39.4094,68.23,4.21
513,le portel,90,FR,1612046756,87,50.7056,1.5757,37.4,16.11
514,ostrowiec swietokrzyski,31,PL,1612046757,92,50.9294,21.3853,25.0,3.0
515,lompoc,40,US,1612046757,62,34.6391,-120.4579,57.2,3.33
516,vostok,70,RU,1612046757,87,46.4856,135.8833,-23.26,4.9
517,elliot lake,1,CA,1612046758,67,46.3834,-82.6331,17.6,6.91
518,turukhansk,0,RU,1612046758,76,65.8167,87.9833,-32.84,5.44
519,pakokku,27,MM,1612046758,54,21.3333,95.1,61.47,3.58
520,gondar,0,ET,1612046759,56,12.6,37.4667,55.54,5.28
521,dzhebariki-khaya,99,RU,1612046759,75,62.2167,135.8,-49.59,0.63
522,koungou,0,YT,1612046547,78,-12.7336,45.2042,80.6,5.75
523,fernley,1,US,1612046760,39,39.608,-119.2518,42.8,5.75
524,paragominas,100,BR,1612046761,95,-2.9667,-47.4833,73.94,4.34
525,alexander city,1,US,1612046761,36,32.944,-85.9539,59.0,9.22
526,sistranda,40,NO,1612046761,93,63.7256,8.834,32.0,10.36
527,miracema do tocantins,91,BR,1612046762,81,-9.5618,-48.3967,76.78,1.99
528,salina cruz,61,MX,1612046762,51,16.1667,-95.2,85.66,11.79
529,adrar,18,MR,1612046466,23,20.5022,-10.0711,68.04,8.9
530,bilibino,1,RU,1612046763,79,68.0546,166.4372,-27.96,5.55
531,eureka,90,US,1612046763,82,40.8021,-124.1637,55.99,10.45
532,marsh harbour,93,BS,1612046764,66,26.5412,-77.0636,66.06,13.62
533,misratah,0,LY,1612046765,57,32.3754,15.0925,64.15,11.23
534,alofi,100,NU,1612046519,83,-19.0595,-169.9187,80.6,12.66
535,sukhumi,28,GE,1612046765,51,43.0033,41.0153,47.08,6.6
536,goulburn,100,AU,1612046766,89,-34.75,149.7167,66.99,1.99
537,hvolsvollur,38,IS,1612046766,71,63.7533,-20.2243,18.0,10.0
538,quatre cocos,40,MU,1612046767,89,-20.2078,57.7625,78.8,11.63
539,kununurra,100,AU,1612046767,100,-15.7667,128.7333,80.6,2.3
540,ulaangom,0,MN,1612046768,84,49.9811,92.0667,-6.41,0.69
541,ornskoldsvik,90,SE,1612046768,92,63.2909,18.7153,14.0,9.22
542,capelinha,11,BR,1612046769,87,-17.6914,-42.5158,65.3,4.52
543,rapid valley,90,US,1612046769,86,44.0625,-103.1463,36.0,21.85
544,senanga,99,ZM,1612046769,91,-16.1167,23.2667,69.6,4.0
545,nushki,27,PK,1612046769,29,29.5542,66.0215,57.16,5.68
546,yarkovo,100,RU,1612046770,97,57.4028,67.0786,16.77,6.89
547,japura,69,ID,1612046770,97,-0.3167,102.35,70.92,1.95
548,kant,0,IN,1612046518,54,27.8,79.8,46.11,5.48
549,slave lake,1,CA,1612046704,72,55.2834,-114.769,10.4,10.36
550,carbonia,40,IT,1612046649,82,39.1672,8.5222,59.0,4.61
551,san patricio,75,US,1612046771,61,28.017,-97.5169,80.6,19.57
552,sandviken,71,SE,1612046772,73,60.6167,16.7667,12.0,4.0
553,bilma,36,NE,1612046772,30,18.6853,12.9164,58.24,3.13
554,dzaoudzi,0,YT,1612046773,78,-12.7887,45.2699,80.6,5.75
555,moerai,54,PF,1612046774,67,-22.4333,-151.3333,81.23,12.46
